,optimizer,learning_rate,regularizer,regularizer_lambda,batch_size,rmse,epoch,train_time
38,Adam,0.005,l1,1e-05,1024,58935.1334699274,111,8.840908527374268
39,Adam,0.005,l2,0.001,1024,76174.11362380204,17,1.4071664810180664
40,Adam,0.005,l2,0.0001,1024,64640.9036582026,41,3.3403496742248535
41,Adam,0.005,l2,1e-05,1024,70777.50726628418,66,5.345483303070068
42,Adam,0.005,l0,-inf,2048,62933.68692023717,85,6.115170001983643
43,Adam,0.005,l1,0.001,2048,108494.15075662704,12,0.9580597877502441
44,Adam,0.005,l1,0.0001,2048,71729.0691289113,80,5.884292840957642
45,Adam,0.005,l1,1e-05,2048,74205.86092459864,74,5.552159547805786
46,Adam,0.005,l2,0.001,2048,81115.53335293075,31,2.315678119659424
47,Adam,0.005,l2,0.0001,2048,63684.25417451636,41,3.240570306777954
