,optimizer,learning_rate,regularizer,regularizer_lambda,batch_size,rmse,epoch,train_time
48,Adam,0.005,l2,1e-05,2048,77028.03022335787,59,4.411781072616577
49,Adam,0.005,l0,-inf,inf,62794.24857614946,157,14.061955451965332
50,Adam,0.005,l1,0.001,inf,74413.81065803763,112,10.2200186252594
51,Adam,0.005,l1,0.0001,inf,76913.31212564679,89,8.052686214447021
52,Adam,0.005,l1,1e-05,inf,124556.48347264806,9,0.8946874141693115
53,Adam,0.005,l2,0.001,inf,77321.86506030461,76,7.049037218093872
54,Adam,0.005,l2,0.0001,inf,125774.44181032541,9,0.9138810634613037
55,Adam,0.005,l2,1e-05,inf,134206.86384290663,9,0.946770429611206
56,Adam,0.001,l0,-inf,32,54197.687443175215,38,20.489179611206055
57,Adam,0.001,l1,0.001,32,116232.57078613494,8,5.745110750198364
58,Adam,0.001,l1,0.0001,32,61348.56025077815,101,65.74905061721802
59,Adam,0.001,l1,1e-05,32,56107.397945655604,51,33.055110454559326
60,Adam,0.001,l2,0.001,32,65713.27094252812,51,34.48974800109863
61,Adam,0.001,l2,0.0001,32,60680.2496515729,74,49.3540518283844
62,Adam,0.001,l2,1e-05,32,54980.110110276415,53,35.797250509262085
63,Adam,0.001,l0,-inf,64,54710.200081992996,54,15.654413938522339
64,Adam,0.001,l1,0.001,64,115108.99385986618,8,3.1959140300750732
65,Adam,0.001,l1,0.0001,64,63581.785276830626,64,22.0746488571167
66,Adam,0.001,l1,1e-05,64,57639.542367131515,81,28.82729744911194
67,Adam,0.001,l2,0.001,64,66743.07107890751,35,12.70600700378418
68,Adam,0.001,l2,0.0001,64,56126.8768043421,68,24.19899582862854
69,Adam,0.001,l2,1e-05,64,54535.44900234895,43,15.644963502883911
70,Adam,0.001,l0,-inf,128,55615.18945633543,61,10.259766817092896
71,Adam,0.001,l1,0.001,128,115328.43919135472,8,1.7246172428131104
72,Adam,0.001,l1,0.0001,128,60443.45701785718,122,23.817491054534912
73,Adam,0.001,l1,1e-05,128,57922.08786152823,109,21.057358503341675
74,Adam,0.001,l2,0.001,128,70436.38952487409,50,10.028624534606934
75,Adam,0.001,l2,0.0001,128,64156.89702242769,82,16.577019453048706
76,Adam,0.001,l2,1e-05,128,57248.21049124704,60,12.14120888710022
77,Adam,0.001,l0,-inf,256,53620.98291362371,71,7.841317176818848
